ProductID,Product Name,Category,SubCategory,Unit Price (MRP)
P1198,"HP Personal Copier, Laser",Technology,Copiers,105.75
P1199,"Samsung Signal Booster, Full Size",Technology,Phones,117.25
P1200,"Novimex Swivel Stool, Adjustable",Furniture,Chairs,150.00
P1201,"Smead Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,11.00
P1202,"Stockwell Staples, Bulk Pack",Office Supplies,Fasteners,5.33
P1203,"Memorex Flash Drive, Programmable",Technology,Accessories,31.00
P1204,"Logitech Numeric Keypad, Programmable",Technology,Accessories,48.00
P1205,"Epson Printer, Red",Technology,Machines,221.00
P1206,"Konica Calculator, White",Technology,Machines,50.00
P1207,"Enermax Keyboard, Erganomic",Technology,Accessories,81.20
P1208,"Logitech Memory Card, USB",Technology,Accessories,103.50
P1209,"Safco Classic Bookcase, Pine",Furniture,Bookcases,395.50
P1210,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,194.00
P1211,"Enermax Message Books, 8.5 x 11",Office Supplies,Paper,26.50
P1212,"Acme Letter Opener, Steel",Office Supplies,Supplies,29.67
P1213,"SanDisk Keyboard, USB",Technology,Accessories,81.67
P1214,"Sanford Markers, Fluorescent",Office Supplies,Art,24.67
P1215,"OIC Staples, Bulk Pack",Office Supplies,Fasteners,11.33
P1216,"Sharp Fax and Copier, Laser",Technology,Copiers,168.50
P1217,"Smead Round Labels, Alphabetical",Office Supplies,Labels,6.00
P1218,"Bush Classic Bookcase, Pine",Furniture,Bookcases,414.00
P1219,"Eaton Message Books, Premium",Office Supplies,Paper,20.67
P1220,"Cameo Mailers, Security-Tint",Office Supplies,Envelopes,40.57
P1221,"Tenex Folders, Single Width",Office Supplies,Storage,21.00
P1222,"GlobeWeis Manila Envelope, Recycled",Office Supplies,Envelopes,26.33
P1223,"Hamilton Beach Refrigerator, White",Office Supplies,Appliances,448.33
P1224,"Stiletto Shears, Steel",Office Supplies,Supplies,47.00
P1225,"Cameo Peel and Seal, with clear poly window",Office Supplies,Envelopes,24.50
P1226,"Novimex Round Labels, Laser Printer Compatible",Office Supplies,Labels,6.00
P1227,"HP Wireless Fax, High-Speed",Technology,Copiers,358.33
P1228,"Avery File Folder Labels, Adjustable",Office Supplies,Labels,7.00
P1229,"Eldon Photo Frame, Durable",Furniture,Furnishings,44.17
P1230,"Sharp Copy Machine, High-Speed",Technology,Copiers,119.50
P1231,"Hon Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,11.00
P1232,"Sanford Sketch Pad, Blue",Office Supplies,Art,41.00
P1233,"Acme Scissors, High Speed",Office Supplies,Supplies,23.00
P1234,"Panasonic Inkjet, White",Technology,Machines,279.50
P1235,"OIC Rubber Bands, Bulk Pack",Office Supplies,Fasteners,17.00
P1236,"Cisco Office Telephone, Cordless",Technology,Phones,41.50
P1237,"Xerox Parchment Paper, 8.5 x 11",Office Supplies,Paper,17.50
P1238,"SanDisk Computer Printout Paper, Premium",Office Supplies,Paper,15.00
P1239,"Sharp Wireless Fax, Color",Technology,Copiers,179.00
P1240,"Bevis Training Table, Rectangular",Furniture,Tables,183.00
P1241,"Breville Blender, White",Office Supplies,Appliances,91.00
P1242,"StarTech Printer, Durable",Technology,Machines,230.67
P1243,"Kleencut Box Cutter, Steel",Office Supplies,Supplies,34.00
P1244,"Elite Shears, High Speed",Office Supplies,Supplies,42.33
P1245,"Logitech Router, USB",Technology,Accessories,223.00
P1246,"Cardinal Binder Covers, Durable",Office Supplies,Binders,13.57
P1247,"Bush Stackable Bookrack, Mobile",Furniture,Bookcases,123.67
P1248,"SanDisk Parchment Paper, Multicolor",Office Supplies,Paper,9.00
P1249,"Sauder 3-Shelf Cabinet, Pine",Furniture,Bookcases,151.33
P1250,"Sauder Corner Shelving, Mobile",Furniture,Bookcases,135.00
P1251,"KitchenAid Refrigerator, White",Office Supplies,Appliances,473.33
P1252,"Enermax Router, Erganomic",Technology,Accessories,256.00
P1253,"Fiskars Scissors, Easy Grip",Office Supplies,Supplies,24.75
P1254,"Cisco Office Telephone, Full Size",Technology,Phones,69.44
P1255,"Accos Paper Clips, Bulk Pack",Office Supplies,Fasteners,14.00
P1256,"Hamilton Beach Coffee Grinder, Silver",Office Supplies,Appliances,21.50
P1257,"SanDisk Numeric Keypad, Bluetooth",Technology,Accessories,55.25
P1258,"SanDisk Numeric Keypad, Erganomic",Technology,Accessories,56.80
P1259,"Ikea Corner Shelving, Pine",Furniture,Bookcases,124.33
P1260,"Cisco Audio Dock, with Caller ID",Technology,Phones,182.00
P1261,"Lesro Conference Table, Adjustable Height",Furniture,Tables,558.80
P1262,"Ames Clasp Envelope, Set of 50",Office Supplies,Envelopes,7.17
P1263,"Avery File Folder Labels, Alphabetical",Office Supplies,Labels,9.00
P1264,"Stockwell Paper Clips, Assorted Sizes",Office Supplies,Fasteners,5.67
P1265,"Memorex Memory Card, Erganomic",Technology,Accessories,50.00
P1266,"Dania Corner Shelving, Metal",Furniture,Bookcases,109.43
P1267,"Cameo Manila Envelope, with clear poly window",Office Supplies,Envelopes,30.50
P1268,"Okidata Printer, White",Technology,Machines,227.00
P1269,"Hon Bag Chairs, Red",Furniture,Chairs,45.00
P1270,"Jiffy Peel and Seal, Set of 50",Office Supplies,Envelopes,20.00
P1271,"SanDisk Keyboard, Erganomic",Technology,Accessories,79.00
P1272,"Elite Trimmer, High Speed",Office Supplies,Supplies,41.50
P1273,"Cisco Headset, Cordless",Technology,Phones,91.50
P1274,"Novimex Color Coded Labels, Alphabetical",Office Supplies,Labels,12.33
P1275,"Advantus Photo Frame, Erganomic",Furniture,Furnishings,51.50
P1276,"Kraft Clasp Envelope, Security-Tint",Office Supplies,Envelopes,11.50
P1277,"Sauder 3-Shelf Cabinet, Traditional",Furniture,Bookcases,150.00
P1278,"Rubbermaid Stacking Tray, Durable",Furniture,Furnishings,10.00
P1279,"Logitech Numeric Keypad, Bluetooth",Technology,Accessories,46.40
P1280,"Bevis Conference Table, with Bottom Storage",Furniture,Tables,600.50
P1281,"Breville Stove, Red",Office Supplies,Appliances,505.00
P1282,"Dania Library with Doors, Metal",Furniture,Bookcases,181.00
P1283,"Nokia Signal Booster, with Caller ID",Technology,Phones,136.60
P1284,"SanDisk Cards & Envelopes, Premium",Office Supplies,Paper,48.43
P1285,"Novimex Bag Chairs, Black",Furniture,Chairs,39.00
P1286,"GlobeWeis Peel and Seal, Set of 50",Office Supplies,Envelopes,21.33
P1287,"Ibico Binder, Clear",Office Supplies,Binders,15.00
P1288,"Hamilton Beach Refrigerator, Red",Office Supplies,Appliances,450.00
P1289,"StarTech Receipt Printer, Durable",Technology,Machines,110.80
P1290,"Lesro Computer Table, Fully Assembled",Furniture,Tables,279.33
P1291,"Accos Rubber Bands, 12 Pack",Office Supplies,Fasteners,14.33
P1292,"Smead Color Coded Labels, 5000 Label Set",Office Supplies,Labels,13.33
P1293,"Dania Library with Doors, Mobile",Furniture,Bookcases,328.33
P1294,"Cuisinart Stove, White",Office Supplies,Appliances,536.50
P1295,"Stiletto Ruler, Steel",Office Supplies,Supplies,14.50
P1296,"SanDisk Message Books, Premium",Office Supplies,Paper,24.00
P1297,"Tenex Door Stop, Durable",Furniture,Furnishings,41.00
P1298,"Belkin Flash Drive, USB",Technology,Accessories,42.00
P1299,"OIC Push Pins, Metal",Office Supplies,Fasteners,15.00
P1300,"Logitech Memory Card, Programmable",Technology,Accessories,105.00
P1301,"Ibico Binding Machine, Durable",Office Supplies,Binders,53.00
P1302,"Enermax Computer Printout Paper, 8.5 x 11",Office Supplies,Paper,32.50
P1303,"Panasonic Calculator, Wireless",Technology,Machines,50.33
P1304,"Safco Corner Shelving, Metal",Furniture,Bookcases,74.33
P1305,"Hewlett Ink, Laser",Technology,Copiers,74.29
P1306,"Ames Business Envelopes, Security-Tint",Office Supplies,Envelopes,14.75
P1307,"Avery Removable Labels, 5000 Label Set",Office Supplies,Labels,11.00
P1308,"Elite Letter Opener, Steel",Office Supplies,Supplies,24.00
P1309,"Canon Fax and Copier, Digital",Technology,Copiers,162.29
P1310,"SanDisk Memo Slips, Premium",Office Supplies,Paper,17.00
P1311,"Hon Shipping Labels, Alphabetical",Office Supplies,Labels,11.14
P1312,"Logitech Mouse, USB",Technology,Accessories,29.40
P1313,"Acco Binding Machine, Clear",Office Supplies,Binders,50.67
P1314,"Kraft Mailers, Security-Tint",Office Supplies,Envelopes,20.00
P1315,"Epson Card Printer, Wireless",Technology,Machines,102.00
P1316,"SAFCO Chairmat, Set of Two",Furniture,Chairs,49.67
P1317,"Okidata Receipt Printer, Durable",Technology,Machines,110.67
P1318,"Chromcraft Round Table, Adjustable Height",Furniture,Tables,305.00
P1319,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,197.00
P1320,"Tenex Door Stop, Black",Furniture,Furnishings,44.00
P1321,"Stiletto Scissors, Serrated",Office Supplies,Supplies,20.33
P1322,"Cuisinart Coffee Grinder, Silver",Office Supplies,Appliances,39.33
P1323,"Smead Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,11.00
P1324,"Hon Round Table, with Bottom Storage",Furniture,Tables,258.00
P1325,"Harbour Creations Shipping Labels, Alphabetical",Office Supplies,Labels,11.25
P1326,"Avery Color Coded Labels, Alphabetical",Office Supplies,Labels,13.00
P1327,"Smead Removable Labels, Adjustable",Office Supplies,Labels,10.83
P1328,"Panasonic Phone, Red",Technology,Machines,82.00
P1329,"Hoover Toaster, Black",Office Supplies,Appliances,74.67
P1330,"StarTech Card Printer, Durable",Technology,Machines,163.50
P1331,"Kraft Manila Envelope, Security-Tint",Office Supplies,Envelopes,28.83
P1332,"Wilson Jones Index Tab, Durable",Office Supplies,Binders,8.00
P1333,"Jiffy Peel and Seal, Security-Tint",Office Supplies,Envelopes,22.40
P1334,"Cameo Business Envelopes, Set of 50",Office Supplies,Envelopes,20.33
P1335,"HP Copy Machine, High-Speed",Technology,Copiers,122.00
P1336,"Hon Steel Folding Chair, Adjustable",Furniture,Chairs,75.50
P1337,"Novimex Chairmat, Black",Furniture,Chairs,21.50
P1338,"Bush Library with Doors, Traditional",Furniture,Bookcases,328.00
P1339,"Epson Calculator, Red",Technology,Machines,43.57
P1340,"Okidata Card Printer, Durable",Technology,Machines,149.50
P1341,"Cuisinart Microwave, Silver",Office Supplies,Appliances,279.33
P1342,"Memorex Keyboard, USB",Technology,Accessories,71.50
P1343,"Canon Personal Copier, Color",Technology,Copiers,144.22
P1344,"HP Ink, Laser",Technology,Copiers,109.33
P1345,"Bush Library with Doors, Mobile",Furniture,Bookcases,146.71
P1346,"Konica Receipt Printer, White",Technology,Machines,42.00
P1347,"StarTech Receipt Printer, Wireless",Technology,Machines,99.57
P1348,"Advantus Thumb Tacks, 12 Pack",Office Supplies,Fasteners,13.00
P1349,"Smead Folders, Single Width",Office Supplies,Storage,14.00
P1350,"Cuisinart Blender, Red",Office Supplies,Appliances,67.00
P1351,"HP Personal Copier, High-Speed",Technology,Copiers,122.50
P1352,"Rubbermaid Light Bulb, Durable",Furniture,Furnishings,15.75
P1353,"Harbour Creations Shipping Labels, Adjustable",Office Supplies,Labels,9.33
P1354,"Konica Inkjet, Wireless",Technology,Machines,313.50
P1355,"Office Star Swivel Stool, Black",Furniture,Chairs,68.60
P1356,"Canon Fax Machine, Digital",Technology,Copiers,318.00
P1357,"Advantus Push Pins, Bulk Pack",Office Supplies,Fasteners,14.33
P1358,"Acme Shears, Serrated",Office Supplies,Supplies,46.67
P1359,"SAFCO Bag Chairs, Adjustable",Furniture,Chairs,46.67
P1360,"Enermax Note Cards, Multicolor",Office Supplies,Paper,32.75
P1361,"HP Ink, Digital",Technology,Copiers,128.50
P1362,"SAFCO Chairmat, Black",Furniture,Chairs,51.50
P1363,"Hon Swivel Stool, Adjustable",Furniture,Chairs,166.20
P1364,"Jiffy Manila Envelope, Recycled",Office Supplies,Envelopes,25.00
P1365,"Hon Wood Table, Rectangular",Furniture,Tables,344.00
P1366,"Hamilton Beach Blender, Silver",Office Supplies,Appliances,64.00
P1367,"GlobeWeis Mailers, Security-Tint",Office Supplies,Envelopes,41.00
P1368,"KitchenAid Microwave, Black",Office Supplies,Appliances,309.75
P1369,"Avery 3-Hole Punch, Economy",Office Supplies,Binders,14.00
P1370,"Novimex Bag Chairs, Red",Furniture,Chairs,41.40
P1371,"Fellowes Lockers, Blue",Office Supplies,Storage,207.50
P1372,"Harbour Creations Bag Chairs, Red",Furniture,Chairs,24.67
P1373,"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,175.00
P1374,"Sharp Wireless Fax, High-Speed",Technology,Copiers,301.00
P1375,"Harbour Creations Rocking Chair, Black",Furniture,Chairs,130.20
P1376,"Lesro Conference Table, Fully Assembled",Furniture,Tables,429.50
P1377,"Acme Box Cutter, Easy Grip",Office Supplies,Supplies,39.33
P1378,"Rubbermaid Clock, Black",Furniture,Furnishings,50.25
P1379,"Tenex Door Stop, Duo Pack",Furniture,Furnishings,44.00
P1380,"Accos Rubber Bands, Metal",Office Supplies,Fasteners,17.00
P1381,"Deflect-O Light Bulb, Durable",Furniture,Furnishings,11.00
P1382,"Deflect-O Frame, Black",Furniture,Furnishings,110.00
P1383,"KitchenAid Toaster, Silver",Office Supplies,Appliances,86.00
P1384,"Boston Sketch Pad, Fluorescent",Office Supplies,Art,50.00
P1385,"Novimex Rocking Chair, Red",Furniture,Chairs,131.50
P1386,"Panasonic Receipt Printer, White",Technology,Machines,119.33
P1387,"Hon Rocking Chair, Set of Two",Furniture,Chairs,106.33
P1388,"Smead File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,9.00
P1389,"Dania Corner Shelving, Mobile",Furniture,Bookcases,99.60
P1390,"Sauder Classic Bookcase, Mobile",Furniture,Bookcases,394.75
P1391,"Sharp Fax Machine, Laser",Technology,Copiers,295.60
P1392,"Hon Steel Folding Chair, Black",Furniture,Chairs,71.00
P1393,"Chromcraft Coffee Table, Rectangular",Furniture,Tables,172.00
P1394,"Bush Corner Shelving, Mobile",Furniture,Bookcases,114.00
P1395,"GlobeWeis Manila Envelope, with clear poly window",Office Supplies,Envelopes,31.00
P1396,"Panasonic Calculator, White",Technology,Machines,29.00
P1397,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,122.00
P1398,"Cuisinart Stove, Red",Office Supplies,Appliances,484.50
P1399,"SanDisk Memory Card, Erganomic",Technology,Accessories,110.00
P1400,"Acme Trimmer, Easy Grip",Office Supplies,Supplies,46.23
P1401,"Memorex Router, USB",Technology,Accessories,123.23
P1402,"Belkin Flash Drive, Erganomic",Technology,Accessories,39.67
P1403,"Cuisinart Refrigerator, White",Office Supplies,Appliances,445.00
P1404,"GlobeWeis Peel and Seal, Recycled",Office Supplies,Envelopes,20.20
P1405,"Sharp Ink, Digital",Technology,Copiers,124.00
P1406,"Brother Ink, Digital",Technology,Copiers,147.00
P1407,"Hoover Stove, Silver",Office Supplies,Appliances,569.00
P1408,"Hewlett Fax and Copier, High-Speed",Technology,Copiers,162.50
P1409,"KitchenAid Refrigerator, Red",Office Supplies,Appliances,528.00
P1410,"Green Bar Parchment Paper, 8.5 x 11",Office Supplies,Paper,20.75
P1411,"Hoover Stove, Black",Office Supplies,Appliances,511.00
P1412,"Novimex Shipping Labels, Laser Printer Compatible",Office Supplies,Labels,11.00
P1413,"Tenex Frame, Duo Pack",Furniture,Furnishings,110.00
P1414,"Belkin Numeric Keypad, USB",Technology,Accessories,55.60
P1415,"SAFCO Swivel Stool, Adjustable",Furniture,Chairs,170.50
P1416,"KitchenAid Blender, Black",Office Supplies,Appliances,97.00
P1417,"Memorex Flash Drive, USB",Technology,Accessories,29.67
P1418,"Hon Bag Chairs, Set of Two",Furniture,Chairs,19.00
P1419,"Memorex Flash Drive, Erganomic",Technology,Accessories,13.50
P1420,"SanDisk Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,26.33
P1421,"Office Star Bag Chairs, Adjustable",Furniture,Chairs,58.00
P1422,"BIC Sketch Pad, Water Color",Office Supplies,Art,52.00
P1423,"Logitech Memory Card, Bluetooth",Technology,Accessories,103.40
P1424,"Dania Floating Shelf Set, Mobile",Furniture,Bookcases,86.00
P1425,"SanDisk Flash Drive, Erganomic",Technology,Accessories,18.50
P1426,"Deflect-O Frame, Erganomic",Furniture,Furnishings,108.50
P1427,"Motorola Smart Phone, Full Size",Technology,Phones,644.00
P1428,"Novimex Shipping Labels, 5000 Label Set",Office Supplies,Labels,11.33
P1429,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,72.00
P1430,"Cuisinart Refrigerator, Silver",Office Supplies,Appliances,248.50
P1431,"Enermax Parchment Paper, Premium",Office Supplies,Paper,7.75
P1432,"Barricks Training Table, Rectangular",Furniture,Tables,315.89
P1433,"GlobeWeis Business Envelopes, with clear poly window",Office Supplies,Envelopes,21.00
P1434,"Eldon Clock, Durable",Furniture,Furnishings,53.50
P1435,"Hon Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels,6.40
P1436,"StarTech Receipt Printer, White",Technology,Machines,92.67
P1437,"SAFCO Steel Folding Chair, Adjustable",Furniture,Chairs,79.40
P1438,"Deflect-O Door Stop, Durable",Furniture,Furnishings,41.00
P1439,"Avery Color Coded Labels, Adjustable",Office Supplies,Labels,11.00
P1440,"Enermax Router, Bluetooth",Technology,Accessories,258.50
P1441,"Jiffy Manila Envelope, with clear poly window",Office Supplies,Envelopes,29.57
P1442,"Harbour Creations Bag Chairs, Adjustable",Furniture,Chairs,51.20
P1443,"Brother Fax Machine, Color",Technology,Copiers,320.00
P1444,"Jiffy Manila Envelope, Security-Tint",Office Supplies,Envelopes,28.40
P1445,"SanDisk Message Books, Recycled",Office Supplies,Paper,23.80
P1446,"Hewlett Fax and Copier, Laser",Technology,Copiers,164.00
P1447,"Okidata Card Printer, Wireless",Technology,Machines,149.33
P1448,"Hewlett Fax and Copier, Digital",Technology,Copiers,192.57
P1449,"Cuisinart Refrigerator, Black",Office Supplies,Appliances,495.60
P1450,"Boston Pencil Sharpener, Fluorescent",Office Supplies,Art,29.00
P1451,"Rubbermaid Door Stop, Durable",Furniture,Furnishings,20.43
P1452,"Enermax Mouse, Bluetooth",Technology,Accessories,40.25
P1453,"Novimex Steel Folding Chair, Set of Two",Furniture,Chairs,76.00
P1454,"KitchenAid Refrigerator, Black",Office Supplies,Appliances,527.40
P1455,"KitchenAid Coffee Grinder, White",Office Supplies,Appliances,68.50
P1456,"Elite Ruler, Steel",Office Supplies,Supplies,13.20
P1457,"Eldon Photo Frame, Duo Pack",Furniture,Furnishings,23.20
P1458,"Cuisinart Toaster, Silver",Office Supplies,Appliances,54.17
P1459,"Barricks Wood Table, Adjustable Height",Furniture,Tables,155.50
P1460,"Cuisinart Coffee Grinder, White",Office Supplies,Appliances,33.14
P1461,"Enermax Flash Drive, Bluetooth",Technology,Accessories,41.50
P1462,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,152.00
P1463,"Hamilton Beach Coffee Grinder, Black",Office Supplies,Appliances,42.00
P1464,"SanDisk Computer Printout Paper, Recycled",Office Supplies,Paper,29.50
P1465,"Stiletto Box Cutter, Easy Grip",Office Supplies,Supplies,37.67
P1466,"GlobeWeis Business Envelopes, Security-Tint",Office Supplies,Envelopes,19.50
P1467,"Jiffy Peel and Seal, with clear poly window",Office Supplies,Envelopes,23.50
P1468,"Canon Copy Machine, Color",Technology,Copiers,263.50
P1469,"Xerox Parchment Paper, Premium",Office Supplies,Paper,13.33
P1470,"Epson Card Printer, White",Technology,Machines,143.20
P1471,"Canon Ink, Digital",Technology,Copiers,132.00
P1472,"Rubbermaid Light Bulb, Duo Pack",Furniture,Furnishings,19.00
P1473,"Tenex Frame, Black",Furniture,Furnishings,110.00
P1474,"Novimex Legal Exhibit Labels, Adjustable",Office Supplies,Labels,8.33
P1475,"Fiskars Letter Opener, Easy Grip",Office Supplies,Supplies,29.50
P1476,"Cisco Audio Dock, Full Size",Technology,Phones,156.00
P1477,"Eaton Parchment Paper, 8.5 x 11",Office Supplies,Paper,17.63
P1478,"StarTech Inkjet, Durable",Technology,Machines,255.00
P1479,"Acme Ruler, Serrated",Office Supplies,Supplies,13.50
P1480,"Fiskars Ruler, Easy Grip",Office Supplies,Supplies,16.00
P1481,"Konica Printer, White",Technology,Machines,226.33
P1482,"Advantus Staples, Metal",Office Supplies,Fasteners,11.00
P1483,"Fiskars Shears, Serrated",Office Supplies,Supplies,44.50
P1484,"Eaton Parchment Paper, Multicolor",Office Supplies,Paper,14.83
P1485,"Hamilton Beach Toaster, Silver",Office Supplies,Appliances,58.50
P1486,"Kleencut Shears, Serrated",Office Supplies,Supplies,43.50
P1487,"Accos Thumb Tacks, Metal",Office Supplies,Fasteners,13.67
P1488,"Lesro Training Table, Adjustable Height",Furniture,Tables,176.00
P1489,"Apple Office Telephone, Full Size",Technology,Phones,67.00
P1490,"Rubbermaid Frame, Black",Furniture,Furnishings,110.00
P1491,"Eldon Folders, Industrial",Office Supplies,Storage,10.50
P1492,"Kleencut Shears, Easy Grip",Office Supplies,Supplies,48.50
P1493,"Memorex Mouse, USB",Technology,Accessories,28.50
P1494,"Enermax Keyboard, Bluetooth",Technology,Accessories,83.33
P1495,"Sanford Highlighters, Blue",Office Supplies,Art,15.75
P1496,"Hewlett Personal Copier, Laser",Technology,Copiers,122.67
P1497,"Panasonic Phone, White",Technology,Machines,70.67
P1498,"Hewlett Fax Machine, High-Speed",Technology,Copiers,286.50
P1499,"Stanley Sketch Pad, Easy-Erase",Office Supplies,Art,22.40
P1500,"Hewlett Wireless Fax, Digital",Technology,Copiers,379.80
P1501,"Memorex Mouse, Bluetooth",Technology,Accessories,28.33
P1502,"Novimex Color Coded Labels, Adjustable",Office Supplies,Labels,10.00
P1503,"Belkin Keyboard, Programmable",Technology,Accessories,42.71
P1504,"Ames Peel and Seal, Recycled",Office Supplies,Envelopes,17.33
P1505,"Breville Refrigerator, Black",Office Supplies,Appliances,518.80
P1506,"Xerox Note Cards, Multicolor",Office Supplies,Paper,27.67
P1507,"Advantus Light Bulb, Erganomic",Furniture,Furnishings,15.00
P1508,"Cameo Peel and Seal, Recycled",Office Supplies,Envelopes,10.00
P1509,"HP Wireless Fax, Digital",Technology,Copiers,305.89
P1510,"Enermax Memory Card, Programmable",Technology,Accessories,116.00
P1511,"Enermax Memory Card, Erganomic",Technology,Accessories,56.00
P1512,"Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases,71.00
P1513,"Cuisinart Blender, White",Office Supplies,Appliances,65.25
P1514,"Hon Executive Leather Armchair, Red",Furniture,Chairs,367.50
P1515,"Fiskars Ruler, High Speed",Office Supplies,Supplies,14.50
P1516,"Elite Scissors, Easy Grip",Office Supplies,Supplies,24.00
P1517,"Bevis Training Table, Adjustable Height",Furniture,Tables,219.20
P1518,"Xerox Message Books, Recycled",Office Supplies,Paper,20.33
P1519,"Harbour Creations Color Coded Labels, 5000 Label Set",Office Supplies,Labels,6.67
P1520,"Konica Card Printer, Wireless",Technology,Machines,87.57
P1521,"Ames Interoffice Envelope, Recycled",Office Supplies,Envelopes,44.00
P1522,"Deflect-O Frame, Durable",Furniture,Furnishings,107.00
P1523,"Fiskars Scissors, High Speed",Office Supplies,Supplies,23.20
P1524,"Tenex Photo Frame, Duo Pack",Furniture,Furnishings,41.50
P1525,"Hamilton Beach Refrigerator, Black",Office Supplies,Appliances,449.50
P1526,"Logitech Keyboard, Bluetooth",Technology,Accessories,36.00
P1527,"Belkin Mouse, Erganomic",Technology,Accessories,38.56
P1528,"Enermax Router, Programmable",Technology,Accessories,259.88
P1529,"Logitech Router, Programmable",Technology,Accessories,248.80
P1530,"Belkin Numeric Keypad, Erganomic",Technology,Accessories,59.00
P1531,"Enermax Flash Drive, USB",Technology,Accessories,41.75
P1532,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables,873.00
P1533,"Lesro Round Table, Rectangular",Furniture,Tables,449.50
P1534,"Enermax Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,25.67
P1535,"Epson Receipt Printer, Red",Technology,Machines,114.00
P1536,"Hewlett Ink, Color",Technology,Copiers,127.67
P1537,"Brother Fax and Copier, High-Speed",Technology,Copiers,170.67
P1538,"Smead Round Labels, Adjustable",Office Supplies,Labels,2.50
P1539,"GlobeWeis Clasp Envelope, Recycled",Office Supplies,Envelopes,8.67
P1540,"Rubbermaid Clock, Duo Pack",Furniture,Furnishings,50.20
P1541,"Enermax Computer Printout Paper, Multicolor",Office Supplies,Paper,29.80
P1542,"Advantus Frame, Erganomic",Furniture,Furnishings,109.75
P1543,"Cuisinart Microwave, Black",Office Supplies,Appliances,278.00
P1544,"Eldon Door Stop, Erganomic",Furniture,Furnishings,49.00
P1545,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,123.00
P1546,"Bevis Computer Table, Fully Assembled",Furniture,Tables,247.25
P1547,"OIC Thumb Tacks, 12 Pack",Office Supplies,Fasteners,13.67
P1548,"Xerox Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,49.20
P1549,"Fellowes Shelving, Blue",Office Supplies,Storage,52.00
P1550,"Safco Corner Shelving, Traditional",Furniture,Bookcases,149.33
P1551,"Bevis Round Table, Adjustable Height",Furniture,Tables,338.20
P1552,"Hamilton Beach Toaster, Red",Office Supplies,Appliances,52.00
P1553,"Hoover Microwave, White",Office Supplies,Appliances,306.71
P1554,"Eldon Door Stop, Durable",Furniture,Furnishings,47.25
P1555,"Belkin Memory Card, USB",Technology,Accessories,115.00
P1556,"Motorola Signal Booster, with Caller ID",Technology,Phones,143.00
P1557,"Canon Ink, Color",Technology,Copiers,148.50
P1558,"Nokia Speaker Phone, VoIP",Technology,Phones,110.92
P1559,"Office Star Executive Leather Armchair, Red",Furniture,Chairs,422.71
P1560,"Fiskars Letter Opener, Steel",Office Supplies,Supplies,24.50
P1561,"Chromcraft Coffee Table, Fully Assembled",Furniture,Tables,107.50
P1562,"StarTech Printer, Wireless",Technology,Machines,256.33
P1563,"Barricks Training Table, Fully Assembled",Furniture,Tables,160.00
P1564,"Stockwell Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,14.00
P1565,"Sharp Fax Machine, Digital",Technology,Copiers,295.33
P1566,"Novimex Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels,12.33
P1567,"Cameo Manila Envelope, Recycled",Office Supplies,Envelopes,25.80
P1568,"Belkin Mouse, Programmable",Technology,Accessories,21.00
P1569,"Ames Clasp Envelope, with clear poly window",Office Supplies,Envelopes,10.67
P1570,"Harbour Creations File Folder Labels, 5000 Label Set",Office Supplies,Labels,9.00
P1571,"Hon Swivel Stool, Red",Furniture,Chairs,147.33
P1572,"Hoover Blender, Silver",Office Supplies,Appliances,87.50
P1573,"SAFCO Chairmat, Red",Furniture,Chairs,54.00
P1574,"GlobeWeis Interoffice Envelope, Set of 50",Office Supplies,Envelopes,47.80
P1575,"Stanley Canvas, Blue",Office Supplies,Art,49.50
P1576,"Xerox Message Books, Multicolor",Office Supplies,Paper,22.00
P1577,"Smead File Folder Labels, Adjustable",Office Supplies,Labels,7.00
P1578,"Eaton Parchment Paper, Recycled",Office Supplies,Paper,13.50
P1579,"Belkin Keyboard, Erganomic",Technology,Accessories,81.67
P1580,"Cameo Clasp Envelope, Set of 50",Office Supplies,Envelopes,9.50
P1581,"Harbour Creations Legal Exhibit Labels, Adjustable",Office Supplies,Labels,9.00
P1582,"Harbour Creations Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,10.75
P1583,"Harbour Creations File Folder Labels, Adjustable",Office Supplies,Labels,3.29
P1584,"Smead Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels,6.50
P1585,"Eaton Computer Printout Paper, Recycled",Office Supplies,Paper,13.33
